sample	project	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	percent_dieback	seed_amount
Acacia_acuminata_ANBG	AcaciaPan													
Acacia_dealbata	AcaciaPan													
Acacia_melanoxylon	AcaciaPan													
NSW0017	HBDecra	Eucalyptus melliodora	2019-07-06	-33.05459281	149.6923205	618.008545	WGS84	Pull off into medium sized dirt lot on left/E side of rd	Helen Bothwell		Y			
NSW0018	HBDecra	Eucalyptus melliodora	2019-07-07	-33.29176018	149.5713342	717.263916	WGS84	N out of Bathurst on Duramana Rd, tree on W side of rd	Helen Bothwell		N	Leaves only, big old tree		
NSW0019	HBDecra	Eucalyptus melliodora	2019-07-07	-33.24703988	149.5812118	618.969727	WGS84	Continuing N, W side of Rd	Helen Bothwell		Y	Some seed, just finished blooming; Brachychiton populneus (Kurrajong bottle trees) common yesterday and today, also lots of blakeleyi; trees good 5-valved fruits unless otherwise noted		
NCT	HBDecra													
NCT_1	HBDecra													
NCT_3	HBDecra													
NSW0020	HBDecra	Eucalyptus melliodora	2019-07-07	-33.16065146	149.5911186	640.8396	WGS84		Helen Bothwell		Y	Good seed tree		
NSW0023	HBDecra	Eucalyptus melliodora	2019-07-07	-33.00137786	149.5706593	871.07373	WGS84		Helen Bothwell		Y	Only 2 seeds, TONS of umbel bundles but for next year		
NSW0025	HBDecra	Eucalyptus melliodora	2019-07-07	-33.02776988	149.4436883	938.846191	WGS84		Helen Bothwell		Y	Older tree at edge of dense forest, lots of peppermint type bark tree and snow gums, v few Emel here; lots of polyanthemos, higher elevation; seed, 5 valved		
NSW0030	HBDecra	Eucalyptus melliodora	2019-07-07	-33.43413628	149.5472441	756.4375	WGS84		Helen Bothwell		Y	Great seed tree!		
NSW0034	HBDecra	Eucalyptus melliodora	2019-08-19	-34.98076505	148.8550645	562.973389	WGS84		Helen Bothwell		Y	Lots of fruit, mostly 5-valved some 4, umbels of 7		
NSW0042	HBDecra	Eucalyptus melliodora	2019-08-19	-35.10198011	148.6716486	381.766357	WGS84		Helen Bothwell		Y	Big old tree, classic wavy bark, lots of 5-valved fruit		
NSW0043	HBDecra	Eucalyptus melliodora	2019-08-19	-35.12969177	148.6544524	451.221069	WGS84		Helen Bothwell		Y	Lots of seed, many 4-valved but also 5		
NSW0047	HBDecra	Eucalyptus melliodora	2019-08-20	-35.20175368	148.0307351	261.602539	WGS84		Helen Bothwell		Y	Huge old tree, some seed, 5-valved and some 4		
NSW0053	HBDecra	Eucalyptus sideroxylon	2019-08-20	-35.28080978	147.7194433	261.842773	WGS84		Helen Bothwell		Y	Close to 0052, but has seed		
NSW0054	HBDecra	Eucalyptus sideroxylon	2019-08-20	-35.26500704	147.6920104	310.148682	WGS84		Helen Bothwell		Y	Lots of seed		
NSW0056	HBDecra	Eucalyptus sideroxylon	2019-08-20	-35.27284018	147.7017631	273.138306	WGS84		Helen Bothwell		Y	Old Esid, lots of seed		
NSW0057	HBDecra	Eucalyptus sideroxylon	2019-08-20	-35.2807625	147.7429167	258.237915	WGS84		Helen Bothwell		Y	Big old Esid, some seed		
NSW0058	HBDecra	Eucalyptus melliodora	2019-08-20	-35.31313241	147.774603	257.997559	WGS84		Helen Bothwell		Y	Good Emel, BIG		
NSW0059	HBDecra	Eucalyptus sideroxylon	2019-08-20	-35.32370609	147.7886907	290.441895	WGS84		Helen Bothwell		N	Leaves only, Esid		
NSW0060	HBDecra	Eucalyptus melliodora	2019-08-20	-35.3735661	147.8100868	276.983521	WGS84		Helen Bothwell		Y	Good Emel, 5-valved fruits and many		
NSW0061	HBDecra	Eucalyptus sideroxylon	2019-08-20	-35.38459039	147.7846044	278.906128	WGS84		Helen Bothwell		F	Esid, few fruits		
NSW0067	HBDecra	Eucalyptus sideroxylon	2019-08-21	-35.14584437	147.5388173	217.622437	WGS84		Helen Bothwell		Y	Esid, seed		
NSW0067_1	HBDecra	Eucalyptus sideroxylon	2019-08-21	-35.14584437	147.5388173	217.622437	WGS84		Helen Bothwell		Y	Esid, seed		
NSW0067_2	HBDecra	Eucalyptus sideroxylon	2019-08-21	-35.14584437	147.5388173	217.622437	WGS84		Helen Bothwell		Y	Esid, seed		
NSW0069	HBDecra	Eucalyptus sideroxylon	2019-08-21	-35.16186898	147.5825697	219.7854	WGS84		Helen Bothwell		Y	Esid, lots of seed, flowering white; could be planted, but many Esid in wild nearby; loaded w seed which surely reflects the local pollen pool		
NSW0074	HBDecra	Eucalyptus melliodora	2019-08-21	-34.93740245	148.9884217	604.550293	WGS84		Helen Bothwell		Y	TONS of fruits, good 5-valved, plump fruits, typical Emel. Many younger and resprout leaves on fronds like 0072, umbels of 7; Emel are different in drier Canberra area compared to wetter Gundagai/Wagga Wagga region, also lower elevation there; many ALA Emel seem to be misidentified in that region, w much smaller/barrely fruits, likely grey box further west		
